City,Date,Max Temperature (F)
Los Angeles,2022-07-16,90.5
Los Angeles,2022-07-17,91.22
Los Angeles,2022-07-18,91.03999999999999
Los Angeles,2022-07-19,87.98
Los Angeles,2022-07-20,79.7
Los Angeles,2022-07-21,73.4
Los Angeles,2022-07-22,75.02
Los Angeles,2022-07-23,78.8
Los Angeles,2022-07-24,86.72
Los Angeles,2022-07-25,90.5
Los Angeles,2022-07-26,90.32
Los Angeles,2022-07-27,91.58000000000001
Los Angeles,2022-07-28,94.46000000000001
Los Angeles,2022-07-29,97.7
Los Angeles,2022-07-30,100.22
Los Angeles,2022-07-31,100.03999999999999
Los Angeles,2022-08-01,95.72
Los Angeles,2022-08-02,90.14
Los Angeles,2022-08-03,86.0
Los Angeles,2022-08-04,89.78
Los Angeles,2022-08-05,89.6
Los Angeles,2022-08-06,89.41999999999999
Los Angeles,2022-08-07,84.02
Los Angeles,2022-08-08,81.68
Los Angeles,2022-08-09,87.08000000000001
Los Angeles,2022-08-10,88.7
Los Angeles,2022-08-11,86.72
Los Angeles,2022-08-12,79.88
Los Angeles,2022-08-13,78.62
Los Angeles,2022-08-14,84.56
Los Angeles,2022-08-15,84.02
Los Angeles,2022-08-16,86.72
Los Angeles,2022-08-17,91.4
Los Angeles,2022-08-18,91.58000000000001
Los Angeles,2022-08-19,87.8
Los Angeles,2022-08-20,88.7
Los Angeles,2022-08-21,96.26
Los Angeles,2022-08-22,104.72
Los Angeles,2022-08-23,100.4
Los Angeles,2022-08-24,98.41999999999999
Los Angeles,2022-08-25,100.4
Los Angeles,2022-08-26,107.24
Los Angeles,2022-08-27,106.52
Los Angeles,2022-08-28,100.58000000000001
Los Angeles,2022-08-29,100.22
Los Angeles,2022-08-30,99.86
Los Angeles,2022-08-31,98.78
Los Angeles,2022-09-01,89.24
Los Angeles,2022-09-02,83.12
Los Angeles,2022-09-03,76.1
Los Angeles,2022-09-04,79.88
Los Angeles,2022-09-05,80.06
Los Angeles,2022-09-06,79.34
Los Angeles,2022-09-07,83.48
Los Angeles,2022-09-08,84.74
Los Angeles,2022-09-09,86.0
Los Angeles,2022-09-10,82.22
Los Angeles,2022-09-11,78.44
Los Angeles,2022-09-12,82.4
Los Angeles,2022-09-13,89.78
Los Angeles,2022-09-14,93.02
Los Angeles,2022-09-15,95.18
Los Angeles,2022-09-16,91.76
Los Angeles,2022-09-17,84.91999999999999
Los Angeles,2022-09-18,76.64
Los Angeles,2022-09-19,82.22
Los Angeles,2022-09-20,87.61999999999999
Los Angeles,2022-09-21,93.91999999999999
Los Angeles,2022-09-22,96.26
Los Angeles,2022-09-23,93.2
Los Angeles,2022-09-24,97.52
Los Angeles,2022-09-25,95.36
Los Angeles,2022-09-26,91.76
Los Angeles,2022-09-27,90.86
Los Angeles,2022-09-28,95.18
Los Angeles,2022-09-29,97.34
Los Angeles,2022-09-30,98.06
Los Angeles,2022-10-01,101.11999999999999
Los Angeles,2022-10-02,104.0
Los Angeles,2022-10-03,102.2
Los Angeles,2022-10-04,93.2
Los Angeles,2022-10-05,84.38000000000001
Los Angeles,2022-10-06,80.42
Los Angeles,2022-10-07,74.12
Los Angeles,2022-10-08,73.22
Los Angeles,2022-10-09,81.68
Los Angeles,2022-10-10,82.4
Los Angeles,2022-10-11,84.74
Los Angeles,2022-10-12,92.84
Los Angeles,2022-10-13,95.36
Los Angeles,2022-10-14,95.36
Los Angeles,2022-10-15,93.91999999999999
Los Angeles,2022-10-16,94.1
Los Angeles,2022-10-17,92.84
Los Angeles,2022-10-18,88.34
Los Angeles,2022-10-19,80.96
Los Angeles,2022-10-20,75.92
Los Angeles,2022-10-21,74.12
Los Angeles,2022-10-22,78.25999999999999
Los Angeles,2022-10-23,75.74000000000001
Los Angeles,2022-10-24,79.16
Los Angeles,2022-10-25,78.98
Los Angeles,2022-10-26,77.9
Los Angeles,2022-10-27,78.25999999999999
Los Angeles,2022-10-28,76.64
Los Angeles,2022-10-29,74.12
Los Angeles,2022-10-30,81.14
Los Angeles,2022-10-31,79.34
Los Angeles,2022-11-01,80.42
Los Angeles,2022-11-02,76.82
Los Angeles,2022-11-03,80.96
Los Angeles,2022-11-04,87.44
Los Angeles,2022-11-05,86.9
Los Angeles,2022-11-06,85.64
Los Angeles,2022-11-07,81.14
Los Angeles,2022-11-08,81.32
Los Angeles,2022-11-09,79.88
Los Angeles,2022-11-10,80.06
Los Angeles,2022-11-11,73.58
Los Angeles,2022-11-12,72.68
Los Angeles,2022-11-13,77.0
Los Angeles,2022-11-14,80.24000000000001
Los Angeles,2022-11-15,77.72
Los Angeles,2022-11-16,78.8
Los Angeles,2022-11-17,79.88
Los Angeles,2022-11-18,81.5
Los Angeles,2022-11-19,79.34
Los Angeles,2022-11-20,73.04
Los Angeles,2022-11-21,68.72
Los Angeles,2022-11-22,64.75999999999999
Los Angeles,2022-11-23,67.64
Los Angeles,2022-11-24,69.25999999999999
Los Angeles,2022-11-25,72.86
Los Angeles,2022-11-26,78.44
Los Angeles,2022-11-27,80.42
Los Angeles,2022-11-28,82.94
Los Angeles,2022-11-29,79.7
Los Angeles,2022-11-30,76.28
Los Angeles,2022-12-01,72.68
Los Angeles,2022-12-02,74.84
Los Angeles,2022-12-03,75.2
Los Angeles,2022-12-04,73.58
Los Angeles,2022-12-05,70.52
Los Angeles,2022-12-06,65.3
Los Angeles,2022-12-07,67.82
Los Angeles,2022-12-08,74.12
Los Angeles,2022-12-09,69.25999999999999
Los Angeles,2022-12-10,68.9
Los Angeles,2022-12-11,66.38
Los Angeles,2022-12-12,67.1
Los Angeles,2022-12-13,61.7
Los Angeles,2022-12-14,57.379999999999995
Los Angeles,2022-12-15,62.6
Los Angeles,2022-12-16,67.1
Los Angeles,2022-12-17,71.78
Los Angeles,2022-12-18,70.52
Los Angeles,2022-12-19,68.36
Los Angeles,2022-12-20,71.42
Los Angeles,2022-12-21,74.3
Los Angeles,2022-12-22,71.78
Los Angeles,2022-12-23,74.48
Los Angeles,2022-12-24,80.24000000000001
Los Angeles,2022-12-25,87.98
Los Angeles,2022-12-26,85.82
Los Angeles,2022-12-27,80.42
Los Angeles,2022-12-28,78.8
Los Angeles,2022-12-29,75.2
Los Angeles,2022-12-30,71.24000000000001
Los Angeles,2022-12-31,67.46
Los Angeles,2023-01-01,63.14
Los Angeles,2023-01-02,63.68
Los Angeles,2023-01-03,60.980000000000004
Los Angeles,2023-01-04,60.980000000000004
Los Angeles,2023-01-05,64.75999999999999
Los Angeles,2023-01-06,72.14
Los Angeles,2023-01-07,77.72
Los Angeles,2023-01-08,76.64
Los Angeles,2023-01-09,79.34
Los Angeles,2023-01-10,80.6
Los Angeles,2023-01-11,81.32
Los Angeles,2023-01-12,80.24000000000001
Los Angeles,2023-01-13,79.7
Los Angeles,2023-01-14,75.38
Los Angeles,2023-01-15,71.96
Los Angeles,2023-01-16,73.04
Los Angeles,2023-01-17,70.34
Los Angeles,2023-01-18,64.75999999999999
Los Angeles,2023-01-19,65.84
Los Angeles,2023-01-20,63.32
Los Angeles,2023-01-21,60.980000000000004
Los Angeles,2023-01-22,58.459999999999994
Los Angeles,2023-01-23,63.32
Los Angeles,2023-01-24,66.38
Los Angeles,2023-01-25,70.88
Los Angeles,2023-01-26,74.48
Los Angeles,2023-01-27,80.24000000000001
Los Angeles,2023-01-28,80.06
Los Angeles,2023-01-29,82.75999999999999
Los Angeles,2023-01-30,84.56
Los Angeles,2023-01-31,83.84
Los Angeles,2023-02-01,79.7
Los Angeles,2023-02-02,76.1
Los Angeles,2023-02-03,70.88
Los Angeles,2023-02-04,64.4
Los Angeles,2023-02-05,61.88
Los Angeles,2023-02-06,74.84
Los Angeles,2023-02-07,75.02
Los Angeles,2023-02-08,77.54
Los Angeles,2023-02-09,75.38
Los Angeles,2023-02-10,82.04
Los Angeles,2023-02-11,82.22
Los Angeles,2023-02-12,78.98
Los Angeles,2023-02-13,82.58
Los Angeles,2023-02-14,78.08
Los Angeles,2023-02-15,84.91999999999999
Los Angeles,2023-02-16,77.36
Los Angeles,2023-02-17,82.22
Los Angeles,2023-02-18,79.88
Los Angeles,2023-02-19,75.38
Los Angeles,2023-02-20,70.52
Los Angeles,2023-02-21,64.58
Los Angeles,2023-02-22,63.14
Los Angeles,2023-02-23,61.7
Los Angeles,2023-02-24,66.02
Los Angeles,2023-02-25,69.62
Los Angeles,2023-02-26,71.78
Los Angeles,2023-02-27,68.36
Los Angeles,2023-02-28,64.75999999999999
Los Angeles,2023-03-01,69.08
Los Angeles,2023-03-02,69.98
Los Angeles,2023-03-03,71.06
Los Angeles,2023-03-04,81.14
Los Angeles,2023-03-05,80.96
Los Angeles,2023-03-06,75.2
Los Angeles,2023-03-07,70.88
Los Angeles,2023-03-08,66.38
Los Angeles,2023-03-09,64.4
Los Angeles,2023-03-10,62.6
Los Angeles,2023-03-11,62.059999999999995
Los Angeles,2023-03-12,72.32
Los Angeles,2023-03-13,66.74000000000001
Los Angeles,2023-03-14,60.440000000000005
Los Angeles,2023-03-15,60.62
Los Angeles,2023-03-16,61.7
Los Angeles,2023-03-17,65.12
Los Angeles,2023-03-18,69.8
Los Angeles,2023-03-19,65.48
Los Angeles,2023-03-20,61.7
Los Angeles,2023-03-21,64.75999999999999
Los Angeles,2023-03-22,72.5
Los Angeles,2023-03-23,70.7
Los Angeles,2023-03-24,65.3
Los Angeles,2023-03-25,63.32
Los Angeles,2023-03-26,65.12
Los Angeles,2023-03-27,70.34
Los Angeles,2023-03-28,66.38
Los Angeles,2023-03-29,65.48
Los Angeles,2023-03-30,65.48
Los Angeles,2023-03-31,72.14
Los Angeles,2023-04-01,76.46
Los Angeles,2023-04-02,75.74000000000001
Los Angeles,2023-04-03,72.32
Los Angeles,2023-04-04,74.66
Los Angeles,2023-04-05,72.5
Los Angeles,2023-04-06,68.36
Los Angeles,2023-04-07,63.68
Los Angeles,2023-04-08,68.18
Los Angeles,2023-04-09,67.28
Los Angeles,2023-04-10,67.64
Los Angeles,2023-04-11,72.86
Los Angeles,2023-04-12,73.4
Los Angeles,2023-04-13,76.28
Los Angeles,2023-04-14,72.14
Los Angeles,2023-04-15,68.54
Los Angeles,2023-04-16,69.44
Los Angeles,2023-04-17,74.12
Los Angeles,2023-04-18,81.5
Los Angeles,2023-04-19,76.1
Los Angeles,2023-04-20,75.38
Los Angeles,2023-04-21,75.02
Los Angeles,2023-04-22,77.54
Los Angeles,2023-04-23,76.1
Los Angeles,2023-04-24,75.38
Los Angeles,2023-04-25,79.16
Los Angeles,2023-04-26,75.2
Los Angeles,2023-04-27,76.1
Los Angeles,2023-04-28,73.4
Los Angeles,2023-04-29,69.44
Los Angeles,2023-04-30,70.7
Los Angeles,2023-05-01,71.78
Los Angeles,2023-05-02,69.98
Los Angeles,2023-05-03,65.48
Los Angeles,2023-05-04,67.64
Los Angeles,2023-05-05,69.25999999999999
Los Angeles,2023-05-06,73.22
Los Angeles,2023-05-07,80.42
Los Angeles,2023-05-08,78.44
Los Angeles,2023-05-09,76.64
Los Angeles,2023-05-10,76.1
Los Angeles,2023-05-11,81.14
Los Angeles,2023-05-12,86.9
Los Angeles,2023-05-13,89.78
Los Angeles,2023-05-14,84.91999999999999
Los Angeles,2023-05-15,75.56
Los Angeles,2023-05-16,78.25999999999999
Los Angeles,2023-05-17,76.64
Los Angeles,2023-05-18,86.36
Los Angeles,2023-05-19,85.82
Los Angeles,2023-05-20,86.53999999999999
Los Angeles,2023-05-21,87.61999999999999
Los Angeles,2023-05-22,87.98
Los Angeles,2023-05-23,91.58000000000001
Los Angeles,2023-05-24,89.06
Los Angeles,2023-05-25,86.9
Los Angeles,2023-05-26,82.94
Los Angeles,2023-05-27,72.68
Los Angeles,2023-05-28,71.96
Los Angeles,2023-05-29,74.66
Los Angeles,2023-05-30,75.74000000000001
Los Angeles,2023-05-31,78.44
Los Angeles,2023-06-01,83.12
Los Angeles,2023-06-02,80.78
Los Angeles,2023-06-03,76.64
Los Angeles,2023-06-04,73.04
Los Angeles,2023-06-05,84.74
Los Angeles,2023-06-06,85.64
Los Angeles,2023-06-07,90.14
Los Angeles,2023-06-08,89.06
Los Angeles,2023-06-09,81.32
Los Angeles,2023-06-10,79.7
Los Angeles,2023-06-11,75.74000000000001
Los Angeles,2023-06-12,85.1
Los Angeles,2023-06-13,87.08000000000001
Los Angeles,2023-06-14,86.53999999999999
Los Angeles,2023-06-15,89.24
Los Angeles,2023-06-16,94.1
Los Angeles,2023-06-17,95.53999999999999
Los Angeles,2023-06-18,92.11999999999999
Los Angeles,2023-06-19,98.06
Los Angeles,2023-06-20,83.3
Los Angeles,2023-06-21,83.84
Los Angeles,2023-06-22,82.94
Los Angeles,2023-06-23,79.88
Los Angeles,2023-06-24,78.25999999999999
Los Angeles,2023-06-25,84.38000000000001
Los Angeles,2023-06-26,88.88000000000001
Los Angeles,2023-06-27,91.58000000000001
Los Angeles,2023-06-28,88.52
Los Angeles,2023-06-29,85.28
Los Angeles,2023-06-30,83.48
Los Angeles,2023-07-01,84.2
Los Angeles,2023-07-02,82.04
Los Angeles,2023-07-03,80.42
Los Angeles,2023-07-04,88.16
Los Angeles,2023-07-05,91.58000000000001
Los Angeles,2023-07-06,89.24
Los Angeles,2023-07-07,85.1
Los Angeles,2023-07-08,88.16
Los Angeles,2023-07-09,95.53999999999999
Los Angeles,2023-07-10,97.34
Los Angeles,2023-07-11,98.06
Los Angeles,2023-07-12,94.46000000000001
Los Angeles,2023-07-13,91.76
Los Angeles,2023-07-14,89.6
Los Angeles,2023-07-15,87.98
Los Angeles,2023-07-16,90.86
Los Angeles,2023-07-17,91.94
Los Angeles,2023-07-18,90.5
Los Angeles,2023-07-19,91.58000000000001
Los Angeles,2023-07-20,93.74
Los Angeles,2023-07-21,95.36
Los Angeles,2023-07-22,93.2
Los Angeles,2023-07-23,89.78
Los Angeles,2023-07-24,83.66
Los Angeles,2023-07-25,86.0
Los Angeles,2023-07-26,87.98
Los Angeles,2023-07-27,92.3
Los Angeles,2023-07-28,95.0
Los Angeles,2023-07-29,96.26
Los Angeles,2023-07-30,98.6
Los Angeles,2023-07-31,98.24
Los Angeles,2023-08-01,91.03999999999999
Los Angeles,2023-08-02,89.24
Los Angeles,2023-08-03,90.32
Los Angeles,2023-08-04,86.18
Los Angeles,2023-08-05,85.82
Los Angeles,2023-08-06,89.78
Los Angeles,2023-08-07,92.3
Los Angeles,2023-08-08,90.86
Los Angeles,2023-08-09,92.3
Los Angeles,2023-08-10,92.84
Los Angeles,2023-08-11,93.38000000000001
Los Angeles,2023-08-12,93.2
Los Angeles,2023-08-13,93.38000000000001
Los Angeles,2023-08-14,93.02
Los Angeles,2023-08-15,93.74
Los Angeles,2023-08-16,91.76
Los Angeles,2023-08-17,89.24
Los Angeles,2023-08-18,83.66
Los Angeles,2023-08-19,77.72
Los Angeles,2023-08-20,78.8
Los Angeles,2023-08-21,81.5
Los Angeles,2023-08-22,88.88000000000001
Los Angeles,2023-08-23,91.22
Los Angeles,2023-08-24,95.9
Los Angeles,2023-08-25,103.1
Los Angeles,2023-08-26,102.02
Los Angeles,2023-08-27,99.68
Los Angeles,2023-08-28,95.18
Los Angeles,2023-08-29,92.48
Los Angeles,2023-08-30,87.98
Los Angeles,2023-08-31,82.94
Los Angeles,2023-09-01,76.46
Los Angeles,2023-09-02,84.91999999999999
Los Angeles,2023-09-03,91.76
Los Angeles,2023-09-04,94.1
Los Angeles,2023-09-05,96.44
Los Angeles,2023-09-06,90.86
Los Angeles,2023-09-07,97.88000000000001
Los Angeles,2023-09-08,100.03999999999999
Los Angeles,2023-09-09,102.02
Los Angeles,2023-09-10,101.11999999999999
Los Angeles,2023-09-11,98.24
Los Angeles,2023-09-12,98.06
Los Angeles,2023-09-13,103.82
Los Angeles,2023-09-14,107.96000000000001
Los Angeles,2023-09-15,98.96000000000001
Los Angeles,2023-09-16,91.4
Los Angeles,2023-09-17,103.46000000000001
Los Angeles,2023-09-18,100.22
Los Angeles,2023-09-19,100.58000000000001
Los Angeles,2023-09-20,107.96000000000001
Los Angeles,2023-09-21,104.36
Los Angeles,2023-09-22,94.46000000000001
Los Angeles,2023-09-23,100.94
Los Angeles,2023-09-24,98.96000000000001
Los Angeles,2023-09-25,95.53999999999999
Los Angeles,2023-09-26,92.48
Los Angeles,2023-09-27,93.2
Los Angeles,2023-09-28,90.32
Los Angeles,2023-09-29,86.53999999999999
Los Angeles,2023-09-30,85.46000000000001
Los Angeles,2023-10-01,86.18
Los Angeles,2023-10-02,90.68
Los Angeles,2023-10-03,97.88000000000001
Los Angeles,2023-10-04,86.53999999999999
Los Angeles,2023-10-05,83.3
Los Angeles,2023-10-06,92.11999999999999
Los Angeles,2023-10-07,91.76
Los Angeles,2023-10-08,88.88000000000001
Los Angeles,2023-10-09,93.02
Los Angeles,2023-10-10,95.36
Los Angeles,2023-10-11,87.8
Los Angeles,2023-10-12,76.46
Los Angeles,2023-10-13,75.02
Los Angeles,2023-10-14,84.56
Los Angeles,2023-10-15,81.32
Los Angeles,2023-10-16,84.56
Los Angeles,2023-10-17,88.52
Los Angeles,2023-10-18,85.28
Los Angeles,2023-10-19,89.41999999999999
Los Angeles,2023-10-20,87.98
Los Angeles,2023-10-21,88.34
Los Angeles,2023-10-22,88.52
Los Angeles,2023-10-23,86.9
Los Angeles,2023-10-24,82.4
Los Angeles,2023-10-25,78.62
Los Angeles,2023-10-26,80.06
Los Angeles,2023-10-27,88.34
Los Angeles,2023-10-28,91.58000000000001
Los Angeles,2023-10-29,85.82
Los Angeles,2023-10-30,79.34
Los Angeles,2023-10-31,83.12
Los Angeles,2023-11-01,91.03999999999999
Los Angeles,2023-11-02,87.8
Los Angeles,2023-11-03,90.86
Los Angeles,2023-11-04,85.82
Los Angeles,2023-11-05,83.48
Los Angeles,2023-11-06,82.04
Los Angeles,2023-11-07,84.38000000000001
Los Angeles,2023-11-08,85.1
Los Angeles,2023-11-09,79.34
Los Angeles,2023-11-10,76.1
Los Angeles,2023-11-11,69.98
Los Angeles,2023-11-12,67.1
Los Angeles,2023-11-13,69.62
Los Angeles,2023-11-14,72.68
Los Angeles,2023-11-15,70.88
Los Angeles,2023-11-16,79.16
Los Angeles,2023-11-17,74.48
Los Angeles,2023-11-18,77.9
Los Angeles,2023-11-19,74.48
Los Angeles,2023-11-20,75.92
Los Angeles,2023-11-21,77.0
Los Angeles,2023-11-22,75.56
Los Angeles,2023-11-23,69.62
Los Angeles,2023-11-24,64.75999999999999
Los Angeles,2023-11-25,59.72
Los Angeles,2023-11-26,60.62
Los Angeles,2023-11-27,61.34
Los Angeles,2023-11-28,59.540000000000006
Los Angeles,2023-11-29,61.88
Los Angeles,2023-11-30,57.74
Los Angeles,2023-12-01,55.04
Los Angeles,2023-12-02,57.02
Los Angeles,2023-12-03,55.04
Los Angeles,2023-12-04,59.540000000000006
Los Angeles,2023-12-05,65.48
Los Angeles,2023-12-06,70.34
Los Angeles,2023-12-07,68.0
Los Angeles,2023-12-08,64.04
Los Angeles,2023-12-09,67.46
Los Angeles,2023-12-10,65.66
Los Angeles,2023-12-11,65.66
Los Angeles,2023-12-12,62.6
Los Angeles,2023-12-13,61.88
Los Angeles,2023-12-14,64.58
Los Angeles,2023-12-15,65.3
Los Angeles,2023-12-16,74.66
Los Angeles,2023-12-17,75.74000000000001
Los Angeles,2023-12-18,71.06
Los Angeles,2023-12-19,70.52
Los Angeles,2023-12-20,70.16
Los Angeles,2023-12-21,73.04
Los Angeles,2023-12-22,73.75999999999999
Los Angeles,2023-12-23,74.48
Los Angeles,2023-12-24,69.25999999999999
Los Angeles,2023-12-25,62.959999999999994
Los Angeles,2023-12-26,57.56
Los Angeles,2023-12-27,53.06
Los Angeles,2023-12-28,53.24
Los Angeles,2023-12-29,53.24
Los Angeles,2023-12-30,54.32
Los Angeles,2023-12-31,60.08
San Francisco,2014-01-01,55.4
San Francisco,2014-01-02,53.96
San Francisco,2014-01-03,55.22
San Francisco,2014-01-04,54.5
San Francisco,2014-01-05,52.879999999999995
San Francisco,2014-01-06,50.36
San Francisco,2014-01-07,48.92
San Francisco,2014-01-08,44.239999999999995
San Francisco,2014-01-09,48.379999999999995
San Francisco,2014-01-10,48.92
San Francisco,2014-01-11,50.36
San Francisco,2014-01-12,55.22
San Francisco,2014-01-13,58.1
San Francisco,2014-01-14,60.08
San Francisco,2014-01-15,60.980000000000004
San Francisco,2014-01-16,59.18
San Francisco,2014-01-17,63.68
San Francisco,2014-01-18,65.84
San Francisco,2014-01-19,62.42
San Francisco,2014-01-20,66.02
San Francisco,2014-01-21,66.2
San Francisco,2014-01-22,65.3
San Francisco,2014-01-23,66.02
San Francisco,2014-01-24,68.18
San Francisco,2014-01-25,66.92
San Francisco,2014-01-26,60.8
San Francisco,2014-01-27,62.059999999999995
San Francisco,2014-01-28,63.86
San Francisco,2014-01-29,62.42
San Francisco,2014-01-30,60.440000000000005
San Francisco,2014-01-31,60.62
San Francisco,2014-02-01,56.84
San Francisco,2014-02-02,55.04
San Francisco,2014-02-03,57.74
San Francisco,2014-02-04,56.84
San Francisco,2014-02-05,57.74
San Francisco,2014-02-06,59.9
San Francisco,2014-02-07,60.8
San Francisco,2014-02-08,60.26
San Francisco,2014-02-09,59.18
San Francisco,2014-02-10,62.24
San Francisco,2014-02-11,57.92
San Francisco,2014-02-12,59.540000000000006
San Francisco,2014-02-13,60.8
San Francisco,2014-02-14,64.4
San Francisco,2014-02-15,64.04
San Francisco,2014-02-16,67.1
San Francisco,2014-02-17,68.9
San Francisco,2014-02-18,70.16
San Francisco,2014-02-19,70.34
San Francisco,2014-02-20,69.44
San Francisco,2014-02-21,62.6
San Francisco,2014-02-22,59.36
San Francisco,2014-02-23,52.16
San Francisco,2014-02-24,55.94
San Francisco,2014-02-25,54.5
San Francisco,2014-02-26,59.0
San Francisco,2014-02-27,59.18
San Francisco,2014-02-28,60.8
San Francisco,2014-03-01,60.8
San Francisco,2014-03-02,60.08
San Francisco,2014-03-03,55.58
San Francisco,2014-03-04,59.72
San Francisco,2014-03-05,68.9
San Francisco,2014-03-06,68.36
San Francisco,2014-03-07,68.0
San Francisco,2014-03-08,66.92
San Francisco,2014-03-09,64.75999999999999
San Francisco,2014-03-10,62.24
San Francisco,2014-03-11,57.56
San Francisco,2014-03-12,55.4
San Francisco,2014-03-13,53.78
San Francisco,2014-03-14,51.26
San Francisco,2014-03-15,52.7
San Francisco,2014-03-16,57.02
San Francisco,2014-03-17,56.3
San Francisco,2014-03-18,57.56
San Francisco,2014-03-19,60.62
San Francisco,2014-03-20,59.0
San Francisco,2014-03-21,63.32
San Francisco,2014-03-22,63.68
San Francisco,2014-03-23,61.519999999999996
San Francisco,2014-03-24,64.75999999999999
San Francisco,2014-03-25,64.75999999999999
San Francisco,2014-03-26,63.32
San Francisco,2014-03-27,58.64
San Francisco,2014-03-28,59.18
San Francisco,2014-03-29,63.86
San Francisco,2014-03-30,69.08
San Francisco,2014-03-31,74.12
San Francisco,2014-04-01,72.32
San Francisco,2014-04-02,72.32
San Francisco,2014-04-03,75.56
San Francisco,2014-04-04,74.66
San Francisco,2014-04-05,68.18
San Francisco,2014-04-06,73.22
San Francisco,2014-04-07,71.6
San Francisco,2014-04-08,71.96
San Francisco,2014-04-09,66.38
San Francisco,2014-04-10,62.6
San Francisco,2014-04-11,59.18
San Francisco,2014-04-12,56.48
San Francisco,2014-04-13,59.18
San Francisco,2014-04-14,59.36
San Francisco,2014-04-15,56.66
San Francisco,2014-04-16,58.82
San Francisco,2014-04-17,62.24
San Francisco,2014-04-18,63.86
San Francisco,2014-04-19,60.62
San Francisco,2014-04-20,61.88
San Francisco,2014-04-21,67.1
San Francisco,2014-04-22,71.78
San Francisco,2014-04-23,72.68
San Francisco,2014-04-24,69.98
San Francisco,2014-04-25,73.4
San Francisco,2014-04-26,67.82
San Francisco,2014-04-27,65.3
San Francisco,2014-04-28,64.4
San Francisco,2014-04-29,63.14
San Francisco,2014-04-30,64.22
San Francisco,2014-05-01,70.16
San Francisco,2014-05-02,76.82
San Francisco,2014-05-03,70.7
San Francisco,2014-05-04,67.64
San Francisco,2014-05-05,66.74000000000001
San Francisco,2014-05-06,64.04
San Francisco,2014-05-07,64.94
San Francisco,2014-05-08,68.36
San Francisco,2014-05-09,65.66
San Francisco,2014-05-10,62.6
San Francisco,2014-05-11,67.46
San Francisco,2014-05-12,65.66
San Francisco,2014-05-13,65.3
San Francisco,2014-05-14,63.5
San Francisco,2014-05-15,65.3
San Francisco,2014-05-16,73.04
San Francisco,2014-05-17,79.52
San Francisco,2014-05-18,77.18
San Francisco,2014-05-19,71.78
San Francisco,2014-05-20,71.96
San Francisco,2014-05-21,75.02
San Francisco,2014-05-22,74.3
San Francisco,2014-05-23,69.08
San Francisco,2014-05-24,64.04
San Francisco,2014-05-25,62.6
San Francisco,2014-05-26,74.3
San Francisco,2014-05-27,83.84
San Francisco,2014-05-28,85.28
San Francisco,2014-05-29,74.3
San Francisco,2014-05-30,65.12
San Francisco,2014-05-31,67.1
San Francisco,2014-06-01,66.74000000000001
San Francisco,2014-06-02,74.3
San Francisco,2014-06-03,70.16
San Francisco,2014-06-04,74.66
San Francisco,2014-06-05,72.14
San Francisco,2014-06-06,63.5
San Francisco,2014-06-07,69.98
San Francisco,2014-06-08,81.5
San Francisco,2014-06-09,74.84
San Francisco,2014-06-10,66.38
San Francisco,2014-06-11,64.4
San Francisco,2014-06-12,66.2
San Francisco,2014-06-13,69.08
San Francisco,2014-06-14,64.4
San Francisco,2014-06-15,64.58
San Francisco,2014-06-16,65.48
San Francisco,2014-06-17,70.7
San Francisco,2014-06-18,71.96
San Francisco,2014-06-19,72.5
San Francisco,2014-06-20,67.82
San Francisco,2014-06-21,64.4
San Francisco,2014-06-22,69.8
San Francisco,2014-06-23,72.68
San Francisco,2014-06-24,67.28
San Francisco,2014-06-25,66.56
San Francisco,2014-06-26,65.48
San Francisco,2014-06-27,61.34
San Francisco,2014-06-28,65.84
San Francisco,2014-06-29,67.28
San Francisco,2014-06-30,66.02
San Francisco,2014-07-01,68.9
San Francisco,2014-07-02,69.44
San Francisco,2014-07-03,67.46
San Francisco,2014-07-04,78.08
San Francisco,2014-07-05,80.06
San Francisco,2014-07-06,75.74000000000001
San Francisco,2014-07-07,66.74000000000001
San Francisco,2014-07-08,66.74000000000001
San Francisco,2014-07-09,70.7
San Francisco,2014-07-10,77.54
San Francisco,2014-07-11,87.8
San Francisco,2014-07-12,96.44
San Francisco,2014-07-13,83.66
San Francisco,2014-07-14,77.36
San Francisco,2014-07-15,68.72
San Francisco,2014-07-16,68.36
San Francisco,2014-07-17,66.02
San Francisco,2014-07-18,68.54
San Francisco,2014-07-19,74.84
San Francisco,2014-07-20,80.78
San Francisco,2014-07-21,79.7
San Francisco,2014-07-22,81.5
San Francisco,2014-07-23,77.0
San Francisco,2014-07-24,72.86
San Francisco,2014-07-25,68.36
San Francisco,2014-07-26,67.82
San Francisco,2014-07-27,70.88
San Francisco,2014-07-28,74.66
San Francisco,2014-07-29,76.1
San Francisco,2014-07-30,74.66
San Francisco,2014-07-31,74.66
San Francisco,2014-08-01,70.52
San Francisco,2014-08-02,66.74000000000001
San Francisco,2014-08-03,71.06
San Francisco,2014-08-04,68.9
San Francisco,2014-08-05,70.34
San Francisco,2014-08-06,71.24000000000001
San Francisco,2014-08-07,74.3
San Francisco,2014-08-08,76.64
San Francisco,2014-08-09,75.92
San Francisco,2014-08-10,73.58
San Francisco,2014-08-11,76.82
San Francisco,2014-08-12,77.72
San Francisco,2014-08-13,73.4
San Francisco,2014-08-14,73.04
San Francisco,2014-08-15,69.08
San Francisco,2014-08-16,67.1
San Francisco,2014-08-17,71.6
San Francisco,2014-08-18,72.86
